animal_1,animal_2,chosen_1,chosen_2,win_rate
rock,marsmot,"[16, 17, 21, 22]","[5, 10, 14, 15]",0.12
rock,marsmot,"[16, 17, 21, 22]","[9, 14, 18, 19]",0.17
rock,marsmot,"[16, 17, 21, 22]","[10, 15, 19, 20]",0.04
rock,marsmot,"[16, 17, 21, 22]","[14, 19, 23, 24]",0.04
rock,marsmot,"[16, 17, 21, 22]","[15, 20, 24, 25]",0.07
rock,marsmot,"[17, 18, 22, 23]","[2, 7, 11, 12]",1.0
rock,marsmot,"[17, 18, 22, 23]","[3, 8, 12, 13]",1.0
rock,marsmot,"[17, 18, 22, 23]","[4, 9, 13, 14]",0.36
rock,marsmot,"[17, 18, 22, 23]","[5, 10, 14, 15]",0.22
rock,marsmot,"[17, 18, 22, 23]","[10, 15, 19, 20]",0.09
rock,marsmot,"[17, 18, 22, 23]","[15, 20, 24, 25]",0.13
rock,marsmot,"[18, 19, 23, 24]","[2, 7, 11, 12]",0.36
rock,marsmot,"[18, 19, 23, 24]","[3, 8, 12, 13]",0.29
rock,marsmot,"[18, 19, 23, 24]","[4, 9, 13, 14]",0.65
rock,marsmot,"[18, 19, 23, 24]","[5, 10, 14, 15]",0.4
rock,marsmot,"[18, 19, 23, 24]","[7, 12, 16, 17]",0.57
rock,marsmot,"[18, 19, 23, 24]","[12, 17, 21, 22]",0.61
rock,marsmot,"[19, 20, 24, 25]","[2, 7, 11, 12]",0.45
rock,marsmot,"[19, 20, 24, 25]","[3, 8, 12, 13]",0.51
rock,marsmot,"[19, 20, 24, 25]","[4, 9, 13, 14]",0.54
rock,marsmot,"[19, 20, 24, 25]","[5, 10, 14, 15]",0.41
rock,marsmot,"[19, 20, 24, 25]","[7, 12, 16, 17]",0.58
rock,marsmot,"[19, 20, 24, 25]","[8, 13, 17, 18]",0.53
rock,marsmot,"[19, 20, 24, 25]","[12, 17, 21, 22]",0.57
rock,marsmot,"[19, 20, 24, 25]","[13, 18, 22, 23]",0.48
pairing average win rate,0.5143925233644862, , , 
rock,marsmoset,"[1, 2, 6, 7]","[3, 5, 10, 14]",0.1
rock,marsmoset,"[1, 2, 6, 7]","[8, 10, 15, 19]",0.0
rock,marsmoset,"[1, 2, 6, 7]","[11, 13, 18, 22]",0.53
rock,marsmoset,"[1, 2, 6, 7]","[12, 14, 19, 23]",0.32
rock,marsmoset,"[1, 2, 6, 7]","[13, 15, 20, 24]",0.9
rock,marsmoset,"[2, 3, 7, 8]","[11, 13, 18, 22]",0.5
rock,marsmoset,"[2, 3, 7, 8]","[12, 14, 19, 23]",1.0
rock,marsmoset,"[2, 3, 7, 8]","[13, 15, 20, 24]",0.73
rock,marsmoset,"[3, 4, 8, 9]","[11, 13, 18, 22]",1.0
rock,marsmoset,"[3, 4, 8, 9]","[12, 14, 19, 23]",1.0
rock,marsmoset,"[3, 4, 8, 9]","[13, 15, 20, 24]",0.68
rock,marsmoset,"[4, 5, 9, 10]","[1, 3, 8, 12]",0.18
rock,marsmoset,"[4, 5, 9, 10]","[6, 8, 13, 17]",0.85
rock,marsmoset,"[4, 5, 9, 10]","[11, 13, 18, 22]",0.85
rock,marsmoset,"[4, 5, 9, 10]","[12, 14, 19, 23]",0.39
rock,marsmoset,"[4, 5, 9, 10]","[13, 15, 20, 24]",0.75
rock,marsmoset,"[6, 7, 11, 12]","[2, 4, 9, 13]",0.75
rock,marsmoset,"[6, 7, 11, 12]","[3, 5, 10, 14]",0.55
rock,marsmoset,"[6, 7, 11, 12]","[8, 10, 15, 19]",0.51
rock,marsmoset,"[6, 7, 11, 12]","[13, 15, 20, 24]",0.75
rock,marsmoset,"[7, 8, 12, 13]","[3, 5, 10, 14]",1.0
rock,marsmoset,"[9, 10, 14, 15]","[1, 3, 8, 12]",0.54
rock,marsmoset,"[9, 10, 14, 15]","[6, 8, 13, 17]",0.86
rock,marsmoset,"[9, 10, 14, 15]","[11, 13, 18, 22]",0.82
rock,marsmoset,"[11, 12, 16, 17]","[2, 4, 9, 13]",1.0
rock,marsmoset,"[11, 12, 16, 17]","[3, 5, 10, 14]",0.82
rock,marsmoset,"[11, 12, 16, 17]","[7, 9, 14, 18]",0.79
rock,marsmoset,"[11, 12, 16, 17]","[8, 10, 15, 19]",0.56
rock,marsmoset,"[11, 12, 16, 17]","[13, 15, 20, 24]",0.84
rock,marsmoset,"[12, 13, 17, 18]","[3, 5, 10, 14]",1.0
rock,marsmoset,"[12, 13, 17, 18]","[8, 10, 15, 19]",1.0
rock,marsmoset,"[13, 14, 18, 19]","[1, 3, 8, 12]",1.0
rock,marsmoset,"[14, 15, 19, 20]","[1, 3, 8, 12]",1.0
rock,marsmoset,"[14, 15, 19, 20]","[2, 4, 9, 13]",0.95
rock,marsmoset,"[14, 15, 19, 20]","[6, 8, 13, 17]",0.8
rock,marsmoset,"[14, 15, 19, 20]","[11, 13, 18, 22]",0.7
rock,marsmoset,"[16, 17, 21, 22]","[1, 3, 8, 12]",0.24
rock,marsmoset,"[16, 17, 21, 22]","[2, 4, 9, 13]",1.0
rock,marsmoset,"[16, 17, 21, 22]","[3, 5, 10, 14]",0.55
rock,marsmoset,"[16, 17, 21, 22]","[7, 9, 14, 18]",0.11
rock,marsmoset,"[16, 17, 21, 22]","[8, 10, 15, 19]",0.18
rock,marsmoset,"[16, 17, 21, 22]","[12, 14, 19, 23]",0.21
rock,marsmoset,"[16, 17, 21, 22]","[13, 15, 20, 24]",0.88
rock,marsmoset,"[17, 18, 22, 23]","[1, 3, 8, 12]",0.27
rock,marsmoset,"[17, 18, 22, 23]","[2, 4, 9, 13]",1.0
rock,marsmoset,"[17, 18, 22, 23]","[3, 5, 10, 14]",0.57
rock,marsmoset,"[17, 18, 22, 23]","[8, 10, 15, 19]",0.09
rock,marsmoset,"[17, 18, 22, 23]","[13, 15, 20, 24]",0.75
rock,marsmoset,"[18, 19, 23, 24]","[1, 3, 8, 12]",0.78
rock,marsmoset,"[18, 19, 23, 24]","[2, 4, 9, 13]",0.76
rock,marsmoset,"[18, 19, 23, 24]","[3, 5, 10, 14]",0.32
rock,marsmoset,"[18, 19, 23, 24]","[6, 8, 13, 17]",1.0
rock,marsmoset,"[19, 20, 24, 25]","[1, 3, 8, 12]",0.67
rock,marsmoset,"[19, 20, 24, 25]","[2, 4, 9, 13]",0.92
rock,marsmoset,"[19, 20, 24, 25]","[3, 5, 10, 14]",0.26
rock,marsmoset,"[19, 20, 24, 25]","[6, 8, 13, 17]",0.83
rock,marsmoset,"[19, 20, 24, 25]","[7, 9, 14, 18]",0.12
rock,marsmoset,"[19, 20, 24, 25]","[11, 13, 18, 22]",0.84
pairing average win rate,0.6615517241379308, , , 
rock,rover,"[1, 2, 6, 7]","[4, 8, 10]",0.97
rock,rover,"[1, 2, 6, 7]","[8, 12, 14]",1.0
rock,rover,"[1, 2, 6, 7]","[9, 13, 15]",0.82
rock,rover,"[1, 2, 6, 7]","[12, 16, 18]",0.86
rock,rover,"[1, 2, 6, 7]","[13, 17, 19]",0.66
rock,rover,"[1, 2, 6, 7]","[14, 18, 20]",0.56
rock,rover,"[1, 2, 6, 7]","[17, 21, 23]",0.46
rock,rover,"[1, 2, 6, 7]","[18, 22, 24]",0.65
rock,rover,"[1, 2, 6, 7]","[19, 23, 25]",0.6
rock,rover,"[2, 3, 7, 8]","[9, 13, 15]",1.0
rock,rover,"[2, 3, 7, 8]","[12, 16, 18]",1.0
rock,rover,"[2, 3, 7, 8]","[13, 17, 19]",1.0
rock,rover,"[2, 3, 7, 8]","[14, 18, 20]",1.0
rock,rover,"[2, 3, 7, 8]","[17, 21, 23]",1.0
rock,rover,"[2, 3, 7, 8]","[18, 22, 24]",1.0
rock,rover,"[2, 3, 7, 8]","[19, 23, 25]",1.0
rock,rover,"[3, 4, 8, 9]","[7, 11, 13]",1.0
rock,rover,"[3, 4, 8, 9]","[12, 16, 18]",1.0
rock,rover,"[3, 4, 8, 9]","[13, 17, 19]",1.0
rock,rover,"[3, 4, 8, 9]","[14, 18, 20]",1.0
rock,rover,"[3, 4, 8, 9]","[17, 21, 23]",1.0
rock,rover,"[3, 4, 8, 9]","[18, 22, 24]",1.0
rock,rover,"[3, 4, 8, 9]","[19, 23, 25]",1.0
rock,rover,"[4, 5, 9, 10]","[2, 6, 8]",0.9
rock,rover,"[4, 5, 9, 10]","[7, 11, 13]",0.69
rock,rover,"[4, 5, 9, 10]","[8, 12, 14]",1.0
rock,rover,"[4, 5, 9, 10]","[12, 16, 18]",0.65
rock,rover,"[4, 5, 9, 10]","[13, 17, 19]",0.64
rock,rover,"[4, 5, 9, 10]","[14, 18, 20]",0.83
rock,rover,"[4, 5, 9, 10]","[17, 21, 23]",0.54
rock,rover,"[4, 5, 9, 10]","[18, 22, 24]",0.54
rock,rover,"[4, 5, 9, 10]","[19, 23, 25]",0.36
rock,rover,"[6, 7, 11, 12]","[4, 8, 10]",0.99
rock,rover,"[6, 7, 11, 12]","[9, 13, 15]",0.7
rock,rover,"[6, 7, 11, 12]","[13, 17, 19]",0.62
rock,rover,"[6, 7, 11, 12]","[14, 18, 20]",0.37
rock,rover,"[6, 7, 11, 12]","[17, 21, 23]",0.45
rock,rover,"[6, 7, 11, 12]","[18, 22, 24]",0.4
rock,rover,"[6, 7, 11, 12]","[19, 23, 25]",0.56
rock,rover,"[7, 8, 12, 13]","[14, 18, 20]",1.0
rock,rover,"[7, 8, 12, 13]","[17, 21, 23]",1.0
rock,rover,"[7, 8, 12, 13]","[18, 22, 24]",1.0
rock,rover,"[7, 8, 12, 13]","[19, 23, 25]",1.0
rock,rover,"[8, 9, 13, 14]","[12, 16, 18]",1.0
rock,rover,"[8, 9, 13, 14]","[17, 21, 23]",1.0
rock,rover,"[8, 9, 13, 14]","[18, 22, 24]",1.0
rock,rover,"[8, 9, 13, 14]","[19, 23, 25]",1.0
rock,rover,"[9, 10, 14, 15]","[2, 6, 8]",0.99
rock,rover,"[9, 10, 14, 15]","[7, 11, 13]",0.7
rock,rover,"[9, 10, 14, 15]","[12, 16, 18]",0.43
rock,rover,"[9, 10, 14, 15]","[13, 17, 19]",0.59
rock,rover,"[9, 10, 14, 15]","[17, 21, 23]",0.58
rock,rover,"[9, 10, 14, 15]","[18, 22, 24]",0.39
rock,rover,"[9, 10, 14, 15]","[19, 23, 25]",0.49
rock,rover,"[11, 12, 16, 17]","[2, 6, 8]",0.88
rock,rover,"[11, 12, 16, 17]","[3, 7, 9]",0.88
rock,rover,"[11, 12, 16, 17]","[4, 8, 10]",0.89
rock,rover,"[11, 12, 16, 17]","[9, 13, 15]",0.89
rock,rover,"[11, 12, 16, 17]","[14, 18, 20]",0.29
rock,rover,"[11, 12, 16, 17]","[18, 22, 24]",0.52
rock,rover,"[11, 12, 16, 17]","[19, 23, 25]",0.47
rock,rover,"[12, 13, 17, 18]","[2, 6, 8]",0.93
rock,rover,"[12, 13, 17, 18]","[3, 7, 9]",0.89
rock,rover,"[12, 13, 17, 18]","[4, 8, 10]",0.97
rock,rover,"[12, 13, 17, 18]","[19, 23, 25]",0.55
rock,rover,"[13, 14, 18, 19]","[2, 6, 8]",0.99
rock,rover,"[13, 14, 18, 19]","[3, 7, 9]",0.88
rock,rover,"[13, 14, 18, 19]","[4, 8, 10]",0.97
rock,rover,"[13, 14, 18, 19]","[17, 21, 23]",0.57
rock,rover,"[14, 15, 19, 20]","[2, 6, 8]",0.92
rock,rover,"[14, 15, 19, 20]","[3, 7, 9]",0.76
rock,rover,"[14, 15, 19, 20]","[4, 8, 10]",0.87
rock,rover,"[14, 15, 19, 20]","[7, 11, 13]",0.82
rock,rover,"[14, 15, 19, 20]","[12, 16, 18]",0.25
rock,rover,"[14, 15, 19, 20]","[17, 21, 23]",0.45
rock,rover,"[14, 15, 19, 20]","[18, 22, 24]",0.43
rock,rover,"[16, 17, 21, 22]","[2, 6, 8]",0.84
rock,rover,"[16, 17, 21, 22]","[3, 7, 9]",0.83
rock,rover,"[16, 17, 21, 22]","[4, 8, 10]",0.84
rock,rover,"[16, 17, 21, 22]","[7, 11, 13]",0.39
rock,rover,"[16, 17, 21, 22]","[8, 12, 14]",0.64
rock,rover,"[16, 17, 21, 22]","[9, 13, 15]",0.84
rock,rover,"[16, 17, 21, 22]","[14, 18, 20]",0.15
rock,rover,"[16, 17, 21, 22]","[19, 23, 25]",0.33
rock,rover,"[17, 18, 22, 23]","[2, 6, 8]",0.98
rock,rover,"[17, 18, 22, 23]","[3, 7, 9]",0.96
rock,rover,"[17, 18, 22, 23]","[4, 8, 10]",0.96
rock,rover,"[17, 18, 22, 23]","[7, 11, 13]",0.52
rock,rover,"[17, 18, 22, 23]","[8, 12, 14]",0.83
rock,rover,"[17, 18, 22, 23]","[9, 13, 15]",1.0
rock,rover,"[18, 19, 23, 24]","[2, 6, 8]",0.93
rock,rover,"[18, 19, 23, 24]","[3, 7, 9]",0.92
rock,rover,"[18, 19, 23, 24]","[4, 8, 10]",0.96
rock,rover,"[18, 19, 23, 24]","[7, 11, 13]",1.0
rock,rover,"[18, 19, 23, 24]","[8, 12, 14]",0.85
rock,rover,"[18, 19, 23, 24]","[9, 13, 15]",0.51
rock,rover,"[19, 20, 24, 25]","[2, 6, 8]",0.83
rock,rover,"[19, 20, 24, 25]","[3, 7, 9]",0.8
rock,rover,"[19, 20, 24, 25]","[4, 8, 10]",0.88
rock,rover,"[19, 20, 24, 25]","[7, 11, 13]",0.79
rock,rover,"[19, 20, 24, 25]","[8, 12, 14]",0.65
rock,rover,"[19, 20, 24, 25]","[9, 13, 15]",0.44
rock,rover,"[19, 20, 24, 25]","[12, 16, 18]",0.15
rock,rover,"[19, 20, 24, 25]","[17, 21, 23]",0.41
pairing average win rate,0.7624038461538463, , , 
rock,martian,"[1, 2, 6, 7]","[3, 5, 9]",0.4
rock,martian,"[1, 2, 6, 7]","[8, 10, 14]",0.24
rock,martian,"[1, 2, 6, 7]","[11, 13, 17]",0.37
rock,martian,"[1, 2, 6, 7]","[12, 14, 18]",0.7
rock,martian,"[1, 2, 6, 7]","[13, 15, 19]",0.83
rock,martian,"[1, 2, 6, 7]","[16, 18, 22]",0.96
rock,martian,"[1, 2, 6, 7]","[17, 19, 23]",0.84
rock,martian,"[1, 2, 6, 7]","[18, 20, 24]",0.86
rock,martian,"[2, 3, 7, 8]","[11, 13, 17]",0.62
rock,martian,"[2, 3, 7, 8]","[12, 14, 18]",0.86
rock,martian,"[2, 3, 7, 8]","[13, 15, 19]",1.0
rock,martian,"[2, 3, 7, 8]","[16, 18, 22]",0.95
rock,martian,"[2, 3, 7, 8]","[17, 19, 23]",0.96
rock,martian,"[2, 3, 7, 8]","[18, 20, 24]",0.98
rock,martian,"[3, 4, 8, 9]","[11, 13, 17]",1.0
rock,martian,"[3, 4, 8, 9]","[12, 14, 18]",0.85
rock,martian,"[3, 4, 8, 9]","[13, 15, 19]",0.63
rock,martian,"[3, 4, 8, 9]","[16, 18, 22]",0.97
rock,martian,"[3, 4, 8, 9]","[17, 19, 23]",0.95
rock,martian,"[3, 4, 8, 9]","[18, 20, 24]",0.98
rock,martian,"[4, 5, 9, 10]","[1, 3, 7]",0.41
rock,martian,"[4, 5, 9, 10]","[6, 8, 12]",0.13
rock,martian,"[4, 5, 9, 10]","[11, 13, 17]",0.85
rock,martian,"[4, 5, 9, 10]","[12, 14, 18]",0.73
rock,martian,"[4, 5, 9, 10]","[13, 15, 19]",0.45
rock,martian,"[4, 5, 9, 10]","[16, 18, 22]",0.92
rock,martian,"[4, 5, 9, 10]","[17, 19, 23]",0.79
rock,martian,"[4, 5, 9, 10]","[18, 20, 24]",0.86
rock,martian,"[6, 7, 11, 12]","[2, 4, 8]",0.51
rock,martian,"[6, 7, 11, 12]","[3, 5, 9]",0.48
rock,martian,"[6, 7, 11, 12]","[8, 10, 14]",0.31
rock,martian,"[6, 7, 11, 12]","[13, 15, 19]",0.8
rock,martian,"[6, 7, 11, 12]","[16, 18, 22]",0.9
rock,martian,"[6, 7, 11, 12]","[17, 19, 23]",0.83
rock,martian,"[6, 7, 11, 12]","[18, 20, 24]",0.87
rock,martian,"[7, 8, 12, 13]","[3, 5, 9]",0.57
rock,martian,"[7, 8, 12, 13]","[16, 18, 22]",0.95
rock,martian,"[7, 8, 12, 13]","[17, 19, 23]",0.91
rock,martian,"[7, 8, 12, 13]","[18, 20, 24]",0.97
rock,martian,"[8, 9, 13, 14]","[1, 3, 7]",0.54
rock,martian,"[8, 9, 13, 14]","[16, 18, 22]",0.97
rock,martian,"[8, 9, 13, 14]","[17, 19, 23]",0.94
rock,martian,"[8, 9, 13, 14]","[18, 20, 24]",0.98
rock,martian,"[9, 10, 14, 15]","[1, 3, 7]",0.44
rock,martian,"[9, 10, 14, 15]","[2, 4, 8]",0.38
rock,martian,"[9, 10, 14, 15]","[6, 8, 12]",0.36
rock,martian,"[9, 10, 14, 15]","[11, 13, 17]",0.89
rock,martian,"[9, 10, 14, 15]","[16, 18, 22]",0.96
rock,martian,"[9, 10, 14, 15]","[17, 19, 23]",0.79
rock,martian,"[9, 10, 14, 15]","[18, 20, 24]",0.91
rock,martian,"[11, 12, 16, 17]","[1, 3, 7]",0.31
rock,martian,"[11, 12, 16, 17]","[2, 4, 8]",0.46
rock,martian,"[11, 12, 16, 17]","[3, 5, 9]",0.51
rock,martian,"[11, 12, 16, 17]","[7, 9, 13]",0.6
rock,martian,"[11, 12, 16, 17]","[8, 10, 14]",0.46
rock,martian,"[11, 12, 16, 17]","[13, 15, 19]",0.63
rock,martian,"[11, 12, 16, 17]","[18, 20, 24]",0.98
rock,martian,"[12, 13, 17, 18]","[1, 3, 7]",1.0
rock,martian,"[12, 13, 17, 18]","[2, 4, 8]",1.0
rock,martian,"[12, 13, 17, 18]","[3, 5, 9]",1.0
rock,martian,"[12, 13, 17, 18]","[8, 10, 14]",1.0
rock,martian,"[13, 14, 18, 19]","[1, 3, 7]",1.0
rock,martian,"[13, 14, 18, 19]","[2, 4, 8]",1.0
rock,martian,"[13, 14, 18, 19]","[3, 5, 9]",1.0
rock,martian,"[13, 14, 18, 19]","[6, 8, 12]",1.0
rock,martian,"[14, 15, 19, 20]","[1, 3, 7]",0.57
rock,martian,"[14, 15, 19, 20]","[2, 4, 8]",0.43
rock,martian,"[14, 15, 19, 20]","[3, 5, 9]",0.37
rock,martian,"[14, 15, 19, 20]","[6, 8, 12]",0.46
rock,martian,"[14, 15, 19, 20]","[7, 9, 13]",0.65
rock,martian,"[14, 15, 19, 20]","[11, 13, 17]",0.69
rock,martian,"[14, 15, 19, 20]","[16, 18, 22]",0.97
rock,martian,"[16, 17, 21, 22]","[1, 3, 7]",0.39
rock,martian,"[16, 17, 21, 22]","[2, 4, 8]",0.53
rock,martian,"[16, 17, 21, 22]","[3, 5, 9]",0.62
rock,martian,"[16, 17, 21, 22]","[6, 8, 12]",0.84
rock,martian,"[16, 17, 21, 22]","[7, 9, 13]",0.7
rock,martian,"[16, 17, 21, 22]","[8, 10, 14]",0.57
rock,martian,"[16, 17, 21, 22]","[12, 14, 18]",1.0
rock,martian,"[16, 17, 21, 22]","[13, 15, 19]",0.73
rock,martian,"[16, 17, 21, 22]","[18, 20, 24]",0.99
rock,martian,"[17, 18, 22, 23]","[1, 3, 7]",1.0
rock,martian,"[17, 18, 22, 23]","[2, 4, 8]",1.0
rock,martian,"[17, 18, 22, 23]","[3, 5, 9]",1.0
rock,martian,"[17, 18, 22, 23]","[6, 8, 12]",1.0
rock,martian,"[17, 18, 22, 23]","[7, 9, 13]",1.0
rock,martian,"[17, 18, 22, 23]","[8, 10, 14]",1.0
rock,martian,"[17, 18, 22, 23]","[13, 15, 19]",1.0
rock,martian,"[18, 19, 23, 24]","[1, 3, 7]",1.0
rock,martian,"[18, 19, 23, 24]","[2, 4, 8]",1.0
rock,martian,"[18, 19, 23, 24]","[3, 5, 9]",1.0
rock,martian,"[18, 19, 23, 24]","[6, 8, 12]",1.0
rock,martian,"[18, 19, 23, 24]","[7, 9, 13]",1.0
rock,martian,"[18, 19, 23, 24]","[8, 10, 14]",1.0
rock,martian,"[18, 19, 23, 24]","[11, 13, 17]",1.0
rock,martian,"[19, 20, 24, 25]","[1, 3, 7]",0.56
rock,martian,"[19, 20, 24, 25]","[2, 4, 8]",0.63
rock,martian,"[19, 20, 24, 25]","[3, 5, 9]",0.42
rock,martian,"[19, 20, 24, 25]","[6, 8, 12]",0.61
rock,martian,"[19, 20, 24, 25]","[7, 9, 13]",0.73
rock,martian,"[19, 20, 24, 25]","[8, 10, 14]",0.84
rock,martian,"[19, 20, 24, 25]","[11, 13, 17]",0.79
rock,martian,"[19, 20, 24, 25]","[12, 14, 18]",1.0
rock,martian,"[19, 20, 24, 25]","[16, 18, 22]",0.97
pairing average win rate,0.7726923076923078, , , 
rock,marsmallow,"[1, 2, 6, 7]","[3, 13]",0.54
rock,marsmallow,"[1, 2, 6, 7]","[4, 14]",0.81
rock,marsmallow,"[1, 2, 6, 7]","[5, 15]",0.27
rock,marsmallow,"[1, 2, 6, 7]","[8, 18]",0.45
rock,marsmallow,"[1, 2, 6, 7]","[9, 19]",0.17
rock,marsmallow,"[1, 2, 6, 7]","[10, 20]",0.02
rock,marsmallow,"[1, 2, 6, 7]","[11, 21]",0.04
rock,marsmallow,"[1, 2, 6, 7]","[12, 22]",0.7
